id	filename	md5	size	state
0af62107-10ae-4fb8-99f8-85a54aa69408	TCGA-14-1396-01Z-00-DX1.ce29c5a9-6823-41be-9d07-f482a4539dad.svs	2831832276305f8fabe36a5aa4ce71c9	955759747	validated
0af7eabf-001b-49e8-8013-100e2f266bb6	TCGA-02-0009-01Z-00-DX2.f5c99ad0-30b1-4f1b-afb0-0a355068eacc.svs	6c707aca5ee0b98fd934d2332a9e3f04	988524511	validated
0b42b9d7-c52d-4de7-ab3f-26503d9f4d58	TCGA-02-0333-01Z-00-DX2.2163628B-0639-46D6-9587-060955EF1031.svs	59f0edc7a892998f3068786dc634ed94	2179799962	validated
0b478069-9696-4ff2-bdce-677836d4e829	TCGA-06-1800-01Z-00-DX1.0d4be66a-1d7d-499c-9a87-e1849f76c1b7.svs	6c46b8c3c14d10713b6b8a43a8e1effe	283489359	validated
0b63cb04-1719-4853-b167-684c0b320864	TCGA-14-0789-01Z-00-DX7.0a15d486-2455-433b-bb96-155834c23b59.svs	b566655680619536404a4f667f5519d6	718608957	validated
0c0fbb4e-30c7-4049-a327-a58560e0bff8	TCGA-02-0003-01Z-00-DX2.c7652d8d-d78f-49ae-8259-bb2bdb5d50fb.svs	7db591b14fe1d86f0ceca99842222945	659147601	validated
0c77bbba-6f85-47b3-8fd2-4c8c14f63c0d	TCGA-06-0188-01Z-00-DX5.133f13cc-4387-4abc-b47d-05b5870cfe2e.svs	2471b2d3aee351efa311d8af241c8de8	179094089	validated
0cdb86cb-b0b4-40f0-8752-2d6ab408c104	TCGA-12-1089-01Z-00-DX3.84A809E9-88B5-4E13-A577-563AA7E11F2D.svs	1f888e2623315b2f1112e3ed312eaf39	146059370	validated
0d248c2a-20ea-4a47-85af-fcbc4dcd1d03	TCGA-12-0670-01Z-00-DX2.9B4706D7-1C81-4FD9-8E82-0223149306B6.svs	9f43161f2cdb99c5925f361d04a55eab	112120148	validated
0d7b792a-f15c-47cf-88e0-098217e77028	TCGA-06-0171-01Z-00-DX3.3006472c-0009-40eb-bb93-7896f62e1ed2.svs	771cd682780d81a39d56c2fed5d8e702	454499549	validated
0dcaf5ad-0f99-490f-93e3-67d5a7bc9067	TCGA-02-0079-01Z-00-DX1.846D3C54-C7BD-477F-A33A-D7641DD1CCEC.svs	91412ebd8a3e15765e126681a16a0fcf	2682962906	validated
0dcd9d19-56c6-4a7d-942d-9d035dc8c37a	TCGA-06-0166-01Z-00-DX5.a5de0008-83a4-4bff-8efe-fa70dcc9a6a3.svs	a67b592bd430d757727a14d7eb2523d3	718661957	validated
0de078d1-27d2-43fc-8173-ee9cf8e42e42	TCGA-02-0001-01Z-00-DX1.83fce43e-42ac-4dcd-b156-2908e75f2e47.svs	91e3404320a68871d98d602af6492755	550216921	validated
0e573050-8c9e-4256-a3d8-508855cd0705	TCGA-15-1449-01Z-00-DX2.359C5184-E5FD-4131-99D7-9F13DFC11B04.svs	5f74e3e5e4ccb9cd7fadf56861b8b703	1352437500	validated
0e59ae0d-36c1-465c-b5c4-ce5ce7540be7	TCGA-06-0208-01Z-00-DX2.7578ffcb-f02a-41dd-8456-71f333407a6d.svs	e74ad5d56cd79c077b69ce8fc767b144	973945261	validated
0ea47d17-1c11-4903-bebc-bfcb2dfaa740	TCGA-02-0003-01Z-00-DX3.995C2924-E298-4517-82A4-15806766CE31.svs	3852e3a216747c05411ce96c661701ff	893875342	validated
0ebc1ea7-8641-4951-b9ef-c337798b52f6	TCGA-08-0245-01Z-00-DX1.CFCAFA75-E128-47D9-9F16-43A175738145.svs	ecc9855a1e86b68a8acfd55f48350867	900622077	validated
0edab49d-8a3c-4ca6-879d-f7064438c2e3	TCGA-08-0531-01Z-00-DX1.94295471-3786-4561-9AE7-4643A4C14DF4.svs	331ac44edd6880a6fb83de78e44856f1	239206295	validated
0eeef331-6ddb-4339-bbf6-9f58ce50fd7f	TCGA-26-5136-01Z-00-DX1.ECD48B1B-C2BF-4DFE-8ED4-87353E00ED84.svs	b76c685fa73b4546d98641eb44bd80a6	1407166159	validated
0f2dbb86-cd69-46ca-840b-fd5729730e16	TCGA-06-0187-01Z-00-DX3.e8345881-5d2e-4880-b1db-d28ebd302664.svs	bf1f098a28bbe31aa8b140cf48f5e8e3	114579409	validated
0fb9a33b-4e58-4a17-b89e-8e515968c927	TCGA-06-0152-01Z-00-DX3.4f78720a-e5ca-4ac4-bdaa-e3ec325ac6bd.svs	6c948472d235b1a131bfd2cc7489a12e	560399979	validated
0fe3df70-bb79-4701-9554-75ccbbfc86b5	TCGA-14-1794-01Z-00-DX2.3e13a3c1-8a7c-4b0a-8a6b-af1683a67be9.svs	9b5d02210932b23ef76a813bc9886807	105871807	validated
1005a39c-e0db-4db6-9ba9-00dfb17af515	TCGA-12-0662-01Z-00-DX4.29f739c2-f70f-4ad5-ae7f-9f94c14adca2.svs	3c68cd490a31ca5ca7aa9586ee13d124	84790483	validated
105cd514-76ec-4c6b-aa26-7eb438c13d0a	TCGA-14-1451-01Z-00-DX1.e97169f1-5aa9-41f1-9780-349d5744bfae.svs	7e8abdd32c62fc3a0411a6697355645b	992049333	validated
106de122-8efd-44d6-a870-293aeb5b7fd9	TCGA-06-1805-01Z-00-DX1.d67221af-2dac-40fe-bc4a-e30aa3a5fbb9.svs	588f699ad9ef3f3999cbfde7e5b1e88f	143227653	validated
10acbd4f-507a-444e-b8a0-93f6b8cfafac	TCGA-08-0518-01Z-00-DX7.37016e3a-813a-4319-a8fa-7dea055ccc68.svs	a0a364e1e2dff3ebc13758d18080e050	603202101	validated
10ed074a-9951-49e8-b655-b652c0eb93bb	TCGA-12-0772-01Z-00-DX3.c8aa40ec-3007-457e-a355-cc984d18db9c.svs	ec7449ead88da9ba9417d42ccbb9c1b0	169696623	validated
11744eae-d1d6-4f63-b42a-a4872178eb0c	TCGA-12-1093-01Z-00-DX2.620A2F8E-637C-4813-8088-C1EB231A0E64.svs	80e88ab82fb461e26f8323ea5cd038b6	377055888	validated
11de0f53-fa18-4998-8ce4-93c6e0db908f	TCGA-19-1388-01Z-00-DX1.75e1e1f5-87d8-4cd6-ac9b-5341fc72d6ad.svs	1e8cad00bc0ec64c03c917f3fca0f0c9	19507549	validated
11df841f-1fda-46f4-8cb3-49c0d82908e3	TCGA-12-0707-01Z-00-DX3.f7944647-0396-4ae2-a353-2175df5ad427.svs	7770c815c743d6b4b0046ced8533cf09	247440485	validated
122db9e1-f4f3-4072-8d76-9085425caa48	TCGA-12-1602-01Z-00-DX1.FB995B06-B44A-46DA-AB1E-F65BDF4D872F.svs	65ec7b47b7ca503f5f4fee38267cc6d6	158885866	validated
124abbc5-364b-4a22-a281-38ec7d0c0e16	TCGA-02-0337-01Z-00-DX2.D9CB7383-D647-4B71-9127-D039A2C04B48.svs	51b8a120e15a195e9f67b1746294a1d3	2329611136	validated
1255fb66-a8f5-4505-81ff-f2d530781a6e	TCGA-14-1823-01Z-00-DX1.129ce4ca-bc8b-4e9c-8647-166610f9e42f.svs	8070ac9a85cc7eaf64b3b572f6fbea19	73703699	validated
12779db9-bb91-43ed-bd35-db7cd6212088	TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2.svs	1d176e4f17fffdcdb0dd9e7216085b14	118925423	validated
12d0ebe2-91cd-4fa4-8e4f-cc41b1c24abc	TCGA-12-3644-01Z-00-DX2.ED74AF5C-8A72-49D6-83E7-21FA4F47CC1E.svs	5e7b07876e85e5db6e2789848d16c6fc	65499068	validated
12d69617-65c7-49c8-8748-bad1908bfdeb	TCGA-14-1821-01Z-00-DX3.48d826df-c9d8-4d7c-8236-c687886471b4.svs	505ff37a455cd409022fdfd349afc859	203093981	validated
12dcb3f2-9b74-49eb-9805-cf265111c85f	TCGA-12-0769-01Z-00-DX7.fee8ea19-a415-451d-8a37-91de4e0ce748.svs	554c8c0d66fbc9eddf7431a9b0b3b018	191963153	validated
138345ee-dad3-46c8-80aa-659ebff59336	TCGA-14-1823-01Z-00-DX4.2c0b643d-e181-40f7-a6b2-cab517151f85.svs	77f00d7c8c6b273ece6367b1793616ad	97510891	validated
138d4a79-d1a2-4d56-a287-f29f4bcd41c2	TCGA-06-0176-01Z-00-DX2.25e77a0c-317f-40e1-bd80-401f4df22d20.svs	b6561e1d14ca9abacf030981525d30e2	279826817	validated
1440efb9-c972-4b9b-9a3d-e92165220e2e	TCGA-06-0187-01Z-00-DX1.cdb244df-72af-4ffa-b063-a4ab81f89617.svs	987d13f7b255f462a1de5143cba4db50	187704133	validated
1465deec-ba46-4788-9d12-4e61822a5d29	TCGA-06-0124-01Z-00-DX2.b3bd2a52-1a9a-409e-8908-6a2f30878080.svs	f7f849b28f6799f648c72079da1a571d	685398535	validated
15372b7e-07be-4fab-9b1c-f41405de0fd5	TCGA-41-4097-01Z-00-DX1.9d34ecf6-35db-4b8f-b7f8-f5ae4183a49c.svs	9a34d2893141807677959e45ea6f4019	34107077	validated
153d041b-751e-4971-a8d2-963a9f2f8ac9	TCGA-06-0213-01Z-00-DX2.5968b29e-a689-4d8a-80b0-e0ffff8bcec6.svs	59f816d35a9caa72ad30ecec6a93d2c9	434764615	validated
15747aa7-bef8-4d18-baa9-a396661df3f6	TCGA-14-1829-01Z-00-DX3.a694c100-ecef-41ad-9034-564de2b2a307.svs	1df4e96659f949cb90a0b8d90eda8108	378396487	validated
15a18296-f28b-4e1c-94c1-67e16f24ccb3	TCGA-06-5408-01Z-00-DX1.4c572122-e7f8-488b-aad1-089301ba2a84.svs	e32457fbd682992c3d7b72d9e2953a22	126556085	validated
15a305d9-3d16-4d80-9e7c-3db2c557c35e	TCGA-14-1823-01Z-00-DX2.ad28794f-a4b0-4b2f-9707-df5db6564697.svs	3d13251e42d0a0f9565b9e83e7d04381	850424197	validated
15b01e6f-62ff-4cb0-9183-fbca94786d1b	TCGA-12-0616-01Z-00-DX5.829be590-41ed-4498-b33e-9e4de11654ce.svs	fa8deb0b3a6e5f2c237f4f16a8af51ee	50957187	validated
16b72f41-ce14-4abf-9381-5709ece93d71	TCGA-12-0769-01Z-00-DX3.d78fbf4a-5246-4f49-bccd-a6719ee6b1cf.svs	982da38065e63cdd55aa82ab5c5c5fe9	270503033	validated
174aae2d-a804-47be-ac6c-35a0d67aa7c0	TCGA-12-0662-01Z-00-DX1.aa5dca3e-983c-452c-b7fc-96b5a0b8a389.svs	38914d28ad8d4a7b1c7ddfbd7da83e78	148744899	validated
17d95515-f831-40c1-862c-76ca20881cab	TCGA-06-0152-01Z-00-DX7.9e6068c4-3cd2-4fe2-ae00-62ce530b8a5b.svs	309f6775bf39a7ec7736d805ea41e398	538737981	validated
17de70c2-c751-46c0-bcee-59da8878a79e	TCGA-06-0210-01Z-00-DX2.1e456f3b-bebb-4606-9072-393abf077ef0.svs	742aad900c375697a15ecfdf4d7228f5	148211591	validated
18635267-7704-4327-b08a-a6aaf8778774	TCGA-14-1454-01Z-00-DX1.b61db33c-e8d4-4740-b565-5e62bc13e606.svs	452a4872fbb83690ef0a5f332d3d7e30	356573767	validated
1886ac42-4b74-4e78-a19a-2ee948e31f42	TCGA-08-0380-01Z-00-DX1.256C9EAF-9CB6-4ED6-BBCE-CC47C59C02CE.svs	a3cbae950ce679e6373d94838853821f	1402296459	validated
18d38a2e-626d-4d10-b8fa-2cf2ebd9b9fa	TCGA-27-1831-01Z-00-DX1.81054173-8861-43fd-ba8a-54e58d7ac0f2.svs	e2b2d2b4ee77ca7fdfe56498e7fd66a0	225637171	validated
18e85a90-6700-45bb-810e-5d6c89c83faf	TCGA-19-1392-01Z-00-DX1.b24efa0b-9f82-4e95-8401-0523059ba63c.svs	1f703c5107515f86c5de09cd8cc856d0	488787987	validated
18ec198f-1b63-43cc-a4b3-a961d7fc4931	TCGA-08-0524-01Z-00-DX3.313a243e-9d7a-4359-ad59-34f7cd6700db.svs	57245714688f58bb3582057ef41d9b04	475498965	validated
18ed4f5f-5f1c-4f87-a79c-e8d2b6f167b0	TCGA-19-1389-01Z-00-DX1.bd925898-9fb1-4c7c-81b6-9b492e956ca1.svs	e7ea023f32aea1b74a648ee69e29e943	16331961	validated
190b8413-f21e-4451-89cf-10ca505fb8db	TCGA-02-0025-01Z-00-DX2.aa8923a0-2930-47f4-bbff-ceb080fafc9e.svs	963a10d452914b1066bd4626a37c00de	1265459935	validated
19453e64-6384-47cc-bf55-f822bea8c083	TCGA-06-0192-01Z-00-DX2.3cf7443b-1e5a-4d18-bb93-8000efe53777.svs	3ba5e61b8a2a426cd2f6bf1f235f246d	1000336411	validated
196cc622-3b43-4883-bd93-62885d0c2acf	TCGA-06-0157-01Z-00-DX5.4cf3a0ca-78d6-4884-83f0-de4f07080fe6.svs	8ea9db001ddbf1c790ea39b0f2d59546	63399591	validated
1a7aec92-415d-48b2-a61e-3a11776ffea7	TCGA-41-3392-01Z-00-DX1.2d3dba82-f1cb-4589-bad1-f27ca388049b.svs	3f9bc8497f8d9c60e34b4937e6beba5e	254212821	validated
1a9b1016-d6e7-4276-94d8-9289cbc8ca30	TCGA-19-1791-01Z-00-DX1.8499e6d2-4827-435e-9d52-7f6f9bb29c41.svs	f231cee9b357f7c3aca4edd8790c73fd	54367961	validated
1b0aa5dd-2071-4773-ba8a-fbd6855ce5e9	TCGA-08-0522-01Z-00-DX2.7424a4a5-0daa-4922-a52f-91321dd76cc9.svs	19682b78b69dd5ca42d86f524a1ac89a	953685845	validated
1b78c00c-5a5c-4766-a92b-81383c57e006	TCGA-06-0209-01Z-00-DX4.697ea567-9fed-423c-a332-0d61b81ce9e2.svs	80d9f4d8981a0f4eaec0bd14e15b8cc8	203886743	validated
1c0c55d4-3b38-4bb9-a5c1-1bdcfb4fa907	TCGA-12-3651-01Z-00-DX4.CCABF491-326A-42B1-B106-605205FF3849.svs	61abdf465e43830fdd9b4b4a4cbbd21c	248547994	validated
1c7531aa-601f-4e94-8ff6-33be9a1a7271	TCGA-12-1097-01Z-00-DX1.35178E9C-6C7C-4B9A-850F-FE997288B6ED.svs	d7f246192fc2bcddd8c691cb77f7f65b	175481060	validated
1c8c447d-27f7-4993-843f-33912c809520	TCGA-02-0070-01Z-00-DX1.5E0E6185-E40B-4BDB-A762-03399FBD7C12.svs	08d18cb6a376ddc22cb4b4bef5c0ab5b	2118362730	validated
1cc4634e-4f68-4ae8-bff1-eab006889b95	TCGA-26-1442-01Z-00-DX1.FD8D4EB7-AD5E-49E8-BD0B-6CDDEA8DDB35.svs	506244c15ce7359938bedd9fd6f4f64b	1747443781	validated
1d42939b-8a90-4b5d-84c9-963ba006e478	TCGA-12-0615-01Z-00-DX2.02099a56-eb5f-4b37-899a-dde55ff7f939.svs	6a7153b648eb5896e40bed4ef89007e3	194725389	validated
1dba5727-3758-4370-9e5c-4a1e20fd8e1e	TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17.svs	3ddcd2edcdf2ceedd5d6ed683f10b763	110646541	validated
1dbd6018-c079-4d99-95f6-aa9fb0213236	TCGA-06-0881-01Z-00-DX1.0051da3c-d88a-483d-ae4c-90fe378bf0c3.svs	f9e42713a65348eef4f24f71f4eee235	121557943	validated
1dd101f4-9ed3-4209-8e96-723952137f43	TCGA-15-1446-01Z-00-DX1.24894196-502d-4fc4-a1dc-2a3dc1fcbfba.svs	e4f86f79cc324e27e8a729989378b3b5	482623005	validated
1e474fb8-c33f-4768-b402-05a9ef1679b1	TCGA-81-5910-01Z-00-DX1.c823aaad-81c4-4fa6-8aa9-3b447eed912c.svs	726e66cf5151c4531969bf0643444944	940897435	validated
1e59c262-e554-4e2c-aa09-001003c3ecf8	TCGA-06-0128-01Z-00-DX3.37955b76-3fbf-41c5-ba53-4444b5f8443e.svs	cb8ddf6c62c307b946c451e06b756b01	234356305	validated
1eb31f9c-d737-4fc4-9819-4149e0614c37	TCGA-14-0813-01Z-00-DX3.1d6ed1db-6096-4f2d-a613-41aa8b172e89.svs	05d1c83c8c5f58555023cec680422ef1	281445449	validated
1eb72a29-8786-4e19-b08a-61467e505388	TCGA-06-0127-01Z-00-DX3.2e311110-3d6f-4864-9cd4-d8e716cb4db6.svs	5f4969efac1b119e7eb8b49d221f5331	616326647	validated
1f0905e6-955b-4e27-97d1-bc8ebb4b1d32	TCGA-08-0510-01Z-00-DX1.7F32D156-A8BA-40B9-81EB-8BBCEBDB7B4F.svs	313f9962d006eb6eb60607af8a8f296f	42274839	validated
1f0a25f2-f4b3-4c04-ac6c-b0d7a1d7dae2	TCGA-06-0686-01Z-00-DX1.fc0b2e05-94e0-4540-b519-6fc0c81e8d6f.svs	c5dd629122a205575e9203dd04a18ab9	69399321	validated
1f245e47-789d-4026-9179-296fa6b59add	TCGA-14-1452-01Z-00-DX3.8c053f2c-4525-47b5-b82b-0d842e38f00c.svs	66831d22ee80c9f9fc6b665ef86901f2	650070973	validated
1f64c6ee-d2b4-4b2d-aaec-3f562ac9373c	TCGA-27-1830-01Z-00-DX3.def849be-436e-4c2f-b269-10c3701b731b.svs	1598c9e8169488d713cb2515c54484af	882311375	validated
201c2a5b-cd22-44d1-91e9-1b601315780b	TCGA-14-1455-01Z-00-DX2.0cb23f34-d753-4c94-b495-51c602f192df.svs	3568f56aabd7e1adfa982a30c7ccd2d3	239733647	validated
203764ba-3d08-4ddc-80b2-76b63546f99b	TCGA-02-0034-01Z-00-DX1.aebc3ec5-2455-4aa1-b21a-ced8bdc6f3d8.svs	929d58f5d9867dd88af779bebf2e75d0	908342163	validated
2064a328-e177-459c-8479-baaf417a1627	TCGA-12-0828-01Z-00-DX3.53D916FA-0855-43B5-BE16-EB5029DF2864.svs	0eec0504691a84d20c598dd4e7cdc5ce	93122128	validated
20c86a57-0ccb-43cd-8a74-a27ae87f753c	TCGA-14-1825-01Z-00-DX3.a3bdaf02-431f-4a5b-a839-fae1bda3dd3b.svs	5ce6333897891eeef13da531b14d7ad8	464396973	validated
20e34e2e-13c4-4d72-95f8-003c634efd69	TCGA-14-1451-01Z-00-DX4.055c27bd-a195-4c6e-8c2e-962bc0da5676.svs	207403f4c27b53573475f6956b18ba40	634294025	validated
21b94bd5-950d-42b1-aae4-af667fa40670	TCGA-06-5858-01Z-00-DX1.d964971f-f75f-478a-bc85-10a510bd2835.svs	d79bb04249facc746bd61cd26c4976a3	125074109	validated
225d268a-c9bc-45da-abdd-672a4cb95ed9	TCGA-15-1444-01Z-00-DX2.76CD1F22-4894-4390-ADCC-BC88CB42FD96.svs	2e7200afe35a9333bae50d89fc1ca9a1	2465267836	validated
22692989-109f-4440-a82f-63ec4590ed88	TCGA-06-0138-01Z-00-DX1.212817bd-0fa0-4503-ae5b-4eaee8ee95e5.svs	da6bbde7723c31b364024793d386e133	306303381	validated
2274e2fe-9ed0-4e0f-92a7-d6bf984c740f	TCGA-12-0818-01Z-00-DX3.39FEFDC4-75BA-4BE2-80B4-E37BA147020D.svs	2cc9246e1d29f36246c3dc421e9dd7fc	64306554	validated
23b6a9db-fd81-4ee8-a683-6f3c0288bef3	TCGA-02-0021-01Z-00-DX2.9c97035f-399d-49ce-a545-4692b05bc6a9.svs	06a809cbfab675a0bd898a6cd223a90b	774307883	validated
240b8e55-ac36-459a-aab6-f5443fc2f1fe	TCGA-08-0346-01Z-00-DX1.DE612CE5-B30C-4E30-9D17-203CE32D364F.svs	d6b3ab5ea785c93dd1e626310a072fe6	537770523	validated
24ce817c-5e5c-483f-951b-64e3e16af1a5	TCGA-08-0529-01Z-00-DX1.c0aefbea-1aa2-4091-b320-dbdab0964b6d.svs	58540a022d6f952b314f101b409774bd	36892699	validated
25974f4b-40cc-4cd0-b8f5-40daec7f0a0d	TCGA-12-3653-01Z-00-DX3.7A9DE9AC-76BA-4FDF-90BF-D47B2276E195.svs	ddb2b4492bc2d20ee775c42d3b19e2b8	168672322	validated
25c35bb5-bb8d-403b-9a7f-f010e00de14d	TCGA-06-0126-01Z-00-DX2.9754eddf-27d1-44ae-8bf7-74fa7c6ae431.svs	cfa3a7bdd6929959ec0bcb17d2b3a934	115868525	validated
27021ae8-db7e-4245-9307-f3bdae43c4b3	TCGA-02-0001-01Z-00-DX2.b521a862-280c-4251-ab54-5636f20605d0.svs	974086b479b7375f07a1712b7cdfcefa	857219209	validated
2760bd76-6274-471f-b588-81df88e6cb01	TCGA-02-0025-01Z-00-DX1.bea1009d-61ab-48dc-a6ae-530761306d4c.svs	a59ed3c906755ae443016c37ab2a4a68	533167343	validated
27795269-82c2-4ad4-951c-67abcc56b35a	TCGA-06-1084-01Z-00-DX1.35d581fd-93f6-46ee-9dc7-b25f15e83080.svs	e7e62cace3f67cbfd80d4c7c31b18a77	81055069	validated
27ec7717-f3c3-450d-b688-ed8aa37122f1	TCGA-06-0216-01Z-00-DX3.78c3b2fb-8e64-4f1a-a5af-765c92286b90.svs	812ddf3b1b09e0cc4f0e5d5753e8d5a4	724627261	validated
2820fb9e-7903-4c26-a304-b9756cf14630	TCGA-06-6390-01Z-00-DX1.b5ab515a-7b50-4e73-a999-f581232b005a.svs	5f0649827d484aa7d59e45e5c23a9ba2	69013217	validated
